Node Type,Node,Node Interface,Peer Type,Peer Node,Peer Interface,Node Interface Enabled
l3leaf,r1-hub-leaf1,Ethernet3.180,wan_router,r1-hub-wan2,Ethernet1/13.180,True
l3leaf,r1-hub-leaf1,Ethernet3.181,wan_router,r1-hub-wan2,Ethernet1/13.181,True
l3leaf,r1-hub-leaf1,Ethernet3.182,wan_router,r1-hub-wan2,Ethernet1/13.182,True
l3leaf,r1-hub-leaf1,Ethernet3.183,wan_router,r1-hub-wan2,Ethernet1/13.183,True
l3leaf,r1-hub-leaf1,Ethernet3.184,wan_router,r1-hub-wan2,Ethernet1/13.184,True
l3leaf,r1-hub-leaf1,Ethernet3.185,wan_router,r1-hub-wan2,Ethernet1/13.185,True
l3leaf,r1-hub-leaf1,Ethernet3.186,wan_router,r1-hub-wan2,Ethernet1/13.186,True
l3leaf,r1-hub-leaf1,Ethernet3.187,wan_router,r1-hub-wan2,Ethernet1/13.187,True
l3leaf,r1-hub-leaf1,Ethernet3.188,wan_router,r1-hub-wan2,Ethernet1/13.188,True
l3leaf,r1-hub-leaf1,Ethernet3.189,wan_router,r1-hub-wan2,Ethernet1/13.189,True
l3leaf,r1-hub-leaf1,Ethernet3.190,wan_router,r1-hub-wan2,Ethernet1/13.190,True
l3leaf,r1-hub-leaf1,Ethernet3.191,wan_router,r1-hub-wan2,Ethernet1/13.191,True
l3leaf,r1-hub-leaf1,Ethernet3.192,wan_router,r1-hub-wan2,Ethernet1/13.192,True
l3leaf,r1-hub-leaf1,Ethernet3.193,wan_router,r1-hub-wan2,Ethernet1/13.193,True
l3leaf,r1-hub-leaf1,Ethernet3.194,wan_router,r1-hub-wan2,Ethernet1/13.194,True
l3leaf,r1-hub-leaf1,Ethernet3.195,wan_router,r1-hub-wan2,Ethernet1/13.195,True
l3leaf,r1-hub-leaf1,Ethernet3.196,wan_router,r1-hub-wan2,Ethernet1/13.196,True
l3leaf,r1-hub-leaf1,Ethernet3.197,wan_router,r1-hub-wan2,Ethernet1/13.197,True
l3leaf,r1-hub-leaf1,Ethernet3.198,wan_router,r1-hub-wan2,Ethernet1/13.198,True
l3leaf,r1-hub-leaf1,Ethernet3.199,wan_router,r1-hub-wan2,Ethernet1/13.199,True
l3leaf,r1-hub-leaf1,Ethernet3.200,wan_router,r1-hub-wan2,Ethernet1/13.200,True
l3leaf,r1-hub-leaf1,Ethernet3.201,wan_router,r1-hub-wan2,Ethernet1/13.201,True
l3leaf,r1-hub-leaf1,Ethernet3.202,wan_router,r1-hub-wan2,Ethernet1/13.202,True
l3leaf,r1-hub-leaf1,Ethernet3.203,wan_router,r1-hub-wan2,Ethernet1/13.203,True
l3leaf,r1-hub-leaf1,Ethernet3.204,wan_router,r1-hub-wan2,Ethernet1/13.204,True
l3leaf,r1-hub-leaf1,Ethernet3.205,wan_router,r1-hub-wan2,Ethernet1/13.205,True
l3leaf,r1-hub-leaf1,Ethernet3.206,wan_router,r1-hub-wan2,Ethernet1/13.206,True
l3leaf,r1-hub-leaf1,Ethernet3.207,wan_router,r1-hub-wan2,Ethernet1/13.207,True
l3leaf,r1-hub-leaf1,Ethernet3.208,wan_router,r1-hub-wan2,Ethernet1/13.208,True
l3leaf,r1-hub-leaf1,Ethernet3.209,wan_router,r1-hub-wan2,Ethernet1/13.209,True
l3leaf,r1-hub-leaf1,Ethernet3.210,wan_router,r1-hub-wan2,Ethernet1/13.210,True
l3leaf,r1-hub-leaf1,Ethernet3.211,wan_router,r1-hub-wan2,Ethernet1/13.211,True
l3leaf,r1-hub-leaf1,Ethernet3.212,wan_router,r1-hub-wan2,Ethernet1/13.212,True
l3leaf,r1-hub-leaf1,Ethernet3.213,wan_router,r1-hub-wan2,Ethernet1/13.213,True
l3leaf,r1-hub-leaf1,Ethernet3.214,wan_router,r1-hub-wan2,Ethernet1/13.214,True
l3leaf,r1-hub-leaf1,Ethernet3.215,wan_router,r1-hub-wan2,Ethernet1/13.215,True
l3leaf,r1-hub-leaf1,Ethernet3.216,wan_router,r1-hub-wan2,Ethernet1/13.216,True
l3leaf,r1-hub-leaf1,Ethernet3.217,wan_router,r1-hub-wan2,Ethernet1/13.217,True
l3leaf,r1-hub-leaf1,Ethernet3.218,wan_router,r1-hub-wan2,Ethernet1/13.218,True
l3leaf,r1-hub-leaf1,Ethernet3.219,wan_router,r1-hub-wan2,Ethernet1/13.219,True
l3leaf,r1-hub-leaf1,Ethernet3.220,wan_router,r1-hub-wan2,Ethernet1/13.220,True
l3leaf,r1-hub-leaf1,Ethernet3.221,wan_router,r1-hub-wan2,Ethernet1/13.221,True
l3leaf,r1-hub-leaf1,Ethernet3.222,wan_router,r1-hub-wan2,Ethernet1/13.222,True
l3leaf,r1-hub-leaf1,Ethernet3.223,wan_router,r1-hub-wan2,Ethernet1/13.223,True
l3leaf,r1-hub-leaf1,Ethernet3.224,wan_router,r1-hub-wan2,Ethernet1/13.224,True
l3leaf,r1-hub-leaf1,Ethernet3.225,wan_router,r1-hub-wan2,Ethernet1/13.225,True
l3leaf,r1-hub-leaf1,Ethernet3.226,wan_router,r1-hub-wan2,Ethernet1/13.226,True
l3leaf,r1-hub-leaf1,Ethernet3.227,wan_router,r1-hub-wan2,Ethernet1/13.227,True
l3leaf,r1-hub-leaf1,Ethernet3.228,wan_router,r1-hub-wan2,Ethernet1/13.228,True
l3leaf,r1-hub-leaf1,Ethernet3.229,wan_router,r1-hub-wan2,Ethernet1/13.229,True
l3leaf,r1-hub-leaf1,Ethernet3.230,wan_router,r1-hub-wan2,Ethernet1/13.230,True
l3leaf,r1-hub-leaf1,Ethernet3.231,wan_router,r1-hub-wan2,Ethernet1/13.231,True
l3leaf,r1-hub-leaf1,Ethernet3.232,wan_router,r1-hub-wan2,Ethernet1/13.232,True
l3leaf,r1-hub-leaf1,Ethernet3.233,wan_router,r1-hub-wan2,Ethernet1/13.233,True
l3leaf,r1-hub-leaf1,Ethernet3.234,wan_router,r1-hub-wan2,Ethernet1/13.234,True
l3leaf,r1-hub-leaf1,Ethernet3.235,wan_router,r1-hub-wan2,Ethernet1/13.235,True
l3leaf,r1-hub-leaf1,Ethernet3.236,wan_router,r1-hub-wan2,Ethernet1/13.236,True
l3leaf,r1-hub-leaf1,Ethernet3.237,wan_router,r1-hub-wan2,Ethernet1/13.237,True
l3leaf,r1-hub-leaf1,Ethernet3.238,wan_router,r1-hub-wan2,Ethernet1/13.238,True
l3leaf,r1-hub-leaf1,Ethernet3.239,wan_router,r1-hub-wan2,Ethernet1/13.239,True
l3leaf,r1-hub-leaf1,Ethernet3.240,wan_router,r1-hub-wan2,Ethernet1/13.240,True
l3leaf,r1-hub-leaf1,Ethernet3.241,wan_router,r1-hub-wan2,Ethernet1/13.241,True
l3leaf,r1-hub-leaf1,Ethernet3.242,wan_router,r1-hub-wan2,Ethernet1/13.242,True
l3leaf,r1-hub-leaf1,Ethernet3.243,wan_router,r1-hub-wan2,Ethernet1/13.243,True
l3leaf,r1-hub-leaf1,Ethernet3.244,wan_router,r1-hub-wan2,Ethernet1/13.244,True
l3leaf,r1-hub-leaf1,Ethernet3.245,wan_router,r1-hub-wan2,Ethernet1/13.245,True
l3leaf,r1-hub-leaf1,Ethernet3.246,wan_router,r1-hub-wan2,Ethernet1/13.246,True
l3leaf,r1-hub-leaf1,Ethernet3.247,wan_router,r1-hub-wan2,Ethernet1/13.247,True
l3leaf,r1-hub-leaf1,Ethernet3.248,wan_router,r1-hub-wan2,Ethernet1/13.248,True
l3leaf,r1-hub-leaf1,Ethernet3.249,wan_router,r1-hub-wan2,Ethernet1/13.249,True
l3leaf,r1-hub-leaf1,Ethernet3.250,wan_router,r1-hub-wan2,Ethernet1/13.250,True
l3leaf,r1-hub-leaf1,Ethernet3.251,wan_router,r1-hub-wan2,Ethernet1/13.251,True
l3leaf,r1-hub-leaf1,Ethernet3.252,wan_router,r1-hub-wan2,Ethernet1/13.252,True
l3leaf,r1-hub-leaf1,Ethernet3.253,wan_router,r1-hub-wan2,Ethernet1/13.253,True
l3leaf,r1-hub-leaf1,Ethernet3.254,wan_router,r1-hub-wan2,Ethernet1/13.254,True
l3leaf,r1-hub-leaf1,Ethernet49/1,server,test-host,,True
l3leaf,r1-site1-leaf1,Ethernet1,wan_router,r1-site1-wan1,Ethernet1/5,True
l3leaf,r1-site1-leaf1,Ethernet1.2,wan_router,r1-site1-wan1,Ethernet1/5.2,True
l3leaf,r1-site1-leaf1,Ethernet1.3,wan_router,r1-site1-wan1,Ethernet1/5.3,True
l3leaf,r1-site1-leaf1,Ethernet1.4,wan_router,r1-site1-wan1,Ethernet1/5.4,True
l3leaf,r1-site1-leaf1,Ethernet1.5,wan_router,r1-site1-wan1,Ethernet1/5.5,True
l3leaf,r1-site1-leaf1,Ethernet1.6,wan_router,r1-site1-wan1,Ethernet1/5.6,True
l3leaf,r1-site1-leaf1,Ethernet1.7,wan_router,r1-site1-wan1,Ethernet1/5.7,True
l3leaf,r1-site1-leaf1,Ethernet1.8,wan_router,r1-site1-wan1,Ethernet1/5.8,True
l3leaf,r1-site1-leaf1,Ethernet1.9,wan_router,r1-site1-wan1,Ethernet1/5.9,True
l3leaf,r1-site1-leaf1,Ethernet1.10,wan_router,r1-site1-wan1,Ethernet1/5.10,True
l3leaf,r1-site1-leaf1,Ethernet1.11,wan_router,r1-site1-wan1,Ethernet1/5.11,True
l3leaf,r1-site1-leaf1,Ethernet1.12,wan_router,r1-site1-wan1,Ethernet1/5.12,True
l3leaf,r1-site1-leaf1,Ethernet1.13,wan_router,r1-site1-wan1,Ethernet1/5.13,True
l3leaf,r1-site1-leaf1,Ethernet1.14,wan_router,r1-site1-wan1,Ethernet1/5.14,True
l3leaf,r1-site1-leaf1,Ethernet1.15,wan_router,r1-site1-wan1,Ethernet1/5.15,True
l3leaf,r1-site1-leaf1,Ethernet1.16,wan_router,r1-site1-wan1,Ethernet1/5.16,True
l3leaf,r1-site1-leaf1,Ethernet1.17,wan_router,r1-site1-wan1,Ethernet1/5.17,True
l3leaf,r1-site1-leaf1,Ethernet1.18,wan_router,r1-site1-wan1,Ethernet1/5.18,True
l3leaf,r1-site1-leaf1,Ethernet1.19,wan_router,r1-site1-wan1,Ethernet1/5.19,True
l3leaf,r1-site1-leaf1,Ethernet1.20,wan_router,r1-site1-wan1,Ethernet1/5.20,True
l3leaf,r1-site1-leaf1,Ethernet1.21,wan_router,r1-site1-wan1,Ethernet1/5.21,True
l3leaf,r1-site1-leaf1,Ethernet1.22,wan_router,r1-site1-wan1,Ethernet1/5.22,True
l3leaf,r1-site1-leaf1,Ethernet1.23,wan_router,r1-site1-wan1,Ethernet1/5.23,True
l3leaf,r1-site1-leaf1,Ethernet1.24,wan_router,r1-site1-wan1,Ethernet1/5.24,True
l3leaf,r1-site1-leaf1,Ethernet1.25,wan_router,r1-site1-wan1,Ethernet1/5.25,True
l3leaf,r1-site1-leaf1,Ethernet1.26,wan_router,r1-site1-wan1,Ethernet1/5.26,True
l3leaf,r1-site1-leaf1,Ethernet1.27,wan_router,r1-site1-wan1,Ethernet1/5.27,True
l3leaf,r1-site1-leaf1,Ethernet1.28,wan_router,r1-site1-wan1,Ethernet1/5.28,True
l3leaf,r1-site1-leaf1,Ethernet1.29,wan_router,r1-site1-wan1,Ethernet1/5.29,True
l3leaf,r1-site1-leaf1,Ethernet1.30,wan_router,r1-site1-wan1,Ethernet1/5.30,True
l3leaf,r1-site1-leaf1,Ethernet1.31,wan_router,r1-site1-wan1,Ethernet1/5.31,True
l3leaf,r1-site1-leaf1,Ethernet1.32,wan_router,r1-site1-wan1,Ethernet1/5.32,True
l3leaf,r1-site1-leaf1,Ethernet1.33,wan_router,r1-site1-wan1,Ethernet1/5.33,True
l3leaf,r1-site1-leaf1,Ethernet1.34,wan_router,r1-site1-wan1,Ethernet1/5.34,True
l3leaf,r1-site1-leaf1,Ethernet1.35,wan_router,r1-site1-wan1,Ethernet1/5.35,True
l3leaf,r1-site1-leaf1,Ethernet1.36,wan_router,r1-site1-wan1,Ethernet1/5.36,True
l3leaf,r1-site1-leaf1,Ethernet1.37,wan_router,r1-site1-wan1,Ethernet1/5.37,True
l3leaf,r1-site1-leaf1,Ethernet1.38,wan_router,r1-site1-wan1,Ethernet1/5.38,True
l3leaf,r1-site1-leaf1,Ethernet1.39,wan_router,r1-site1-wan1,Ethernet1/5.39,True
l3leaf,r1-site1-leaf1,Ethernet1.40,wan_router,r1-site1-wan1,Ethernet1/5.40,True
l3leaf,r1-site1-leaf1,Ethernet1.41,wan_router,r1-site1-wan1,Ethernet1/5.41,True
l3leaf,r1-site1-leaf1,Ethernet1.42,wan_router,r1-site1-wan1,Ethernet1/5.42,True
l3leaf,r1-site1-leaf1,Ethernet1.43,wan_router,r1-site1-wan1,Ethernet1/5.43,True
l3leaf,r1-site1-leaf1,Ethernet1.44,wan_router,r1-site1-wan1,Ethernet1/5.44,True
l3leaf,r1-site1-leaf1,Ethernet1.45,wan_router,r1-site1-wan1,Ethernet1/5.45,True
l3leaf,r1-site1-leaf1,Ethernet1.46,wan_router,r1-site1-wan1,Ethernet1/5.46,True
l3leaf,r1-site1-leaf1,Ethernet1.47,wan_router,r1-site1-wan1,Ethernet1/5.47,True
l3leaf,r1-site1-leaf1,Ethernet1.48,wan_router,r1-site1-wan1,Ethernet1/5.48,True
l3leaf,r1-site1-leaf1,Ethernet1.49,wan_router,r1-site1-wan1,Ethernet1/5.49,True
l3leaf,r1-site1-leaf1,Ethernet1.50,wan_router,r1-site1-wan1,Ethernet1/5.50,True
l3leaf,r1-site1-leaf1,Ethernet1.51,wan_router,r1-site1-wan1,Ethernet1/5.51,True
l3leaf,r1-site1-leaf1,Ethernet1.52,wan_router,r1-site1-wan1,Ethernet1/5.52,True
l3leaf,r1-site1-leaf1,Ethernet1.53,wan_router,r1-site1-wan1,Ethernet1/5.53,True
l3leaf,r1-site1-leaf1,Ethernet1.54,wan_router,r1-site1-wan1,Ethernet1/5.54,True
l3leaf,r1-site1-leaf1,Ethernet1.55,wan_router,r1-site1-wan1,Ethernet1/5.55,True
l3leaf,r1-site1-leaf1,Ethernet1.56,wan_router,r1-site1-wan1,Ethernet1/5.56,True
l3leaf,r1-site1-leaf1,Ethernet1.57,wan_router,r1-site1-wan1,Ethernet1/5.57,True
l3leaf,r1-site1-leaf1,Ethernet1.58,wan_router,r1-site1-wan1,Ethernet1/5.58,True
l3leaf,r1-site1-leaf1,Ethernet1.59,wan_router,r1-site1-wan1,Ethernet1/5.59,True
l3leaf,r1-site1-leaf1,Ethernet1.60,wan_router,r1-site1-wan1,Ethernet1/5.60,True
l3leaf,r1-site1-leaf1,Ethernet1.61,wan_router,r1-site1-wan1,Ethernet1/5.61,True
l3leaf,r1-site1-leaf1,Ethernet1.62,wan_router,r1-site1-wan1,Ethernet1/5.62,True
l3leaf,r1-site1-leaf1,Ethernet1.63,wan_router,r1-site1-wan1,Ethernet1/5.63,True
l3leaf,r1-site1-leaf1,Ethernet1.64,wan_router,r1-site1-wan1,Ethernet1/5.64,True
l3leaf,r1-site1-leaf1,Ethernet1.254,wan_router,r1-site1-wan1,Ethernet1/5.254,True
l3leaf,r1-site1-leaf1,Ethernet2,wan_router,r1-site1-wan2,Ethernet1/5,True
l3leaf,r1-site1-leaf1,Ethernet2.2,wan_router,r1-site1-wan2,Ethernet1/5.2,True
l3leaf,r1-site1-leaf1,Ethernet2.3,wan_router,r1-site1-wan2,Ethernet1/5.3,True
l3leaf,r1-site1-leaf1,Ethernet2.4,wan_router,r1-site1-wan2,Ethernet1/5.4,True
l3leaf,r1-site1-leaf1,Ethernet2.5,wan_router,r1-site1-wan2,Ethernet1/5.5,True
l3leaf,r1-site1-leaf1,Ethernet2.6,wan_router,r1-site1-wan2,Ethernet1/5.6,True
l3leaf,r1-site1-leaf1,Ethernet2.7,wan_router,r1-site1-wan2,Ethernet1/5.7,True
l3leaf,r1-site1-leaf1,Ethernet2.8,wan_router,r1-site1-wan2,Ethernet1/5.8,True
l3leaf,r1-site1-leaf1,Ethernet2.9,wan_router,r1-site1-wan2,Ethernet1/5.9,True
l3leaf,r1-site1-leaf1,Ethernet2.10,wan_router,r1-site1-wan2,Ethernet1/5.10,True
l3leaf,r1-site1-leaf1,Ethernet2.11,wan_router,r1-site1-wan2,Ethernet1/5.11,True
l3leaf,r1-site1-leaf1,Ethernet2.12,wan_router,r1-site1-wan2,Ethernet1/5.12,True
l3leaf,r1-site1-leaf1,Ethernet2.13,wan_router,r1-site1-wan2,Ethernet1/5.13,True
l3leaf,r1-site1-leaf1,Ethernet2.14,wan_router,r1-site1-wan2,Ethernet1/5.14,True
l3leaf,r1-site1-leaf1,Ethernet2.15,wan_router,r1-site1-wan2,Ethernet1/5.15,True
l3leaf,r1-site1-leaf1,Ethernet2.16,wan_router,r1-site1-wan2,Ethernet1/5.16,True
l3leaf,r1-site1-leaf1,Ethernet2.17,wan_router,r1-site1-wan2,Ethernet1/5.17,True
l3leaf,r1-site1-leaf1,Ethernet2.18,wan_router,r1-site1-wan2,Ethernet1/5.18,True
l3leaf,r1-site1-leaf1,Ethernet2.19,wan_router,r1-site1-wan2,Ethernet1/5.19,True
l3leaf,r1-site1-leaf1,Ethernet2.20,wan_router,r1-site1-wan2,Ethernet1/5.20,True
l3leaf,r1-site1-leaf1,Ethernet2.21,wan_router,r1-site1-wan2,Ethernet1/5.21,True
l3leaf,r1-site1-leaf1,Ethernet2.22,wan_router,r1-site1-wan2,Ethernet1/5.22,True
l3leaf,r1-site1-leaf1,Ethernet2.23,wan_router,r1-site1-wan2,Ethernet1/5.23,True
l3leaf,r1-site1-leaf1,Ethernet2.24,wan_router,r1-site1-wan2,Ethernet1/5.24,True
l3leaf,r1-site1-leaf1,Ethernet2.25,wan_router,r1-site1-wan2,Ethernet1/5.25,True
l3leaf,r1-site1-leaf1,Ethernet2.26,wan_router,r1-site1-wan2,Ethernet1/5.26,True
l3leaf,r1-site1-leaf1,Ethernet2.27,wan_router,r1-site1-wan2,Ethernet1/5.27,True
l3leaf,r1-site1-leaf1,Ethernet2.28,wan_router,r1-site1-wan2,Ethernet1/5.28,True
l3leaf,r1-site1-leaf1,Ethernet2.29,wan_router,r1-site1-wan2,Ethernet1/5.29,True
l3leaf,r1-site1-leaf1,Ethernet2.30,wan_router,r1-site1-wan2,Ethernet1/5.30,True
l3leaf,r1-site1-leaf1,Ethernet2.31,wan_router,r1-site1-wan2,Ethernet1/5.31,True
l3leaf,r1-site1-leaf1,Ethernet2.32,wan_router,r1-site1-wan2,Ethernet1/5.32,True
l3leaf,r1-site1-leaf1,Ethernet2.33,wan_router,r1-site1-wan2,Ethernet1/5.33,True
l3leaf,r1-site1-leaf1,Ethernet2.34,wan_router,r1-site1-wan2,Ethernet1/5.34,True
l3leaf,r1-site1-leaf1,Ethernet2.35,wan_router,r1-site1-wan2,Ethernet1/5.35,True
l3leaf,r1-site1-leaf1,Ethernet2.36,wan_router,r1-site1-wan2,Ethernet1/5.36,True
l3leaf,r1-site1-leaf1,Ethernet2.37,wan_router,r1-site1-wan2,Ethernet1/5.37,True
l3leaf,r1-site1-leaf1,Ethernet2.38,wan_router,r1-site1-wan2,Ethernet1/5.38,True
l3leaf,r1-site1-leaf1,Ethernet2.39,wan_router,r1-site1-wan2,Ethernet1/5.39,True
l3leaf,r1-site1-leaf1,Ethernet2.40,wan_router,r1-site1-wan2,Ethernet1/5.40,True
l3leaf,r1-site1-leaf1,Ethernet2.41,wan_router,r1-site1-wan2,Ethernet1/5.41,True
l3leaf,r1-site1-leaf1,Ethernet2.42,wan_router,r1-site1-wan2,Ethernet1/5.42,True
l3leaf,r1-site1-leaf1,Ethernet2.43,wan_router,r1-site1-wan2,Ethernet1/5.43,True
l3leaf,r1-site1-leaf1,Ethernet2.44,wan_router,r1-site1-wan2,Ethernet1/5.44,True
l3leaf,r1-site1-leaf1,Ethernet2.45,wan_router,r1-site1-wan2,Ethernet1/5.45,True
l3leaf,r1-site1-leaf1,Ethernet2.46,wan_router,r1-site1-wan2,Ethernet1/5.46,True
l3leaf,r1-site1-leaf1,Ethernet2.47,wan_router,r1-site1-wan2,Ethernet1/5.47,True
l3leaf,r1-site1-leaf1,Ethernet2.48,wan_router,r1-site1-wan2,Ethernet1/5.48,True
l3leaf,r1-site1-leaf1,Ethernet2.49,wan_router,r1-site1-wan2,Ethernet1/5.49,True
l3leaf,r1-site1-leaf1,Ethernet2.50,wan_router,r1-site1-wan2,Ethernet1/5.50,True
l3leaf,r1-site1-leaf1,Ethernet2.51,wan_router,r1-site1-wan2,Ethernet1/5.51,True
l3leaf,r1-site1-leaf1,Ethernet2.52,wan_router,r1-site1-wan2,Ethernet1/5.52,True
l3leaf,r1-site1-leaf1,Ethernet2.53,wan_router,r1-site1-wan2,Ethernet1/5.53,True
l3leaf,r1-site1-leaf1,Ethernet2.54,wan_router,r1-site1-wan2,Ethernet1/5.54,True
l3leaf,r1-site1-leaf1,Ethernet2.55,wan_router,r1-site1-wan2,Ethernet1/5.55,True
l3leaf,r1-site1-leaf1,Ethernet2.56,wan_router,r1-site1-wan2,Ethernet1/5.56,True
l3leaf,r1-site1-leaf1,Ethernet2.57,wan_router,r1-site1-wan2,Ethernet1/5.57,True
l3leaf,r1-site1-leaf1,Ethernet2.58,wan_router,r1-site1-wan2,Ethernet1/5.58,True
l3leaf,r1-site1-leaf1,Ethernet2.59,wan_router,r1-site1-wan2,Ethernet1/5.59,True
l3leaf,r1-site1-leaf1,Ethernet2.60,wan_router,r1-site1-wan2,Ethernet1/5.60,True
l3leaf,r1-site1-leaf1,Ethernet2.61,wan_router,r1-site1-wan2,Ethernet1/5.61,True
l3leaf,r1-site1-leaf1,Ethernet2.62,wan_router,r1-site1-wan2,Ethernet1/5.62,True
l3leaf,r1-site1-leaf1,Ethernet2.63,wan_router,r1-site1-wan2,Ethernet1/5.63,True
l3leaf,r1-site1-leaf1,Ethernet2.64,wan_router,r1-site1-wan2,Ethernet1/5.64,True
l3leaf,r1-site1-leaf1,Ethernet2.254,wan_router,r1-site1-wan2,Ethernet1/5.254,True
l3leaf,r1-site1-leaf1,Ethernet49/1,server,test-host2,,True
l3leaf,r1-site2-leaf1,Ethernet1,wan_router,r1-site2-wan1,Ethernet1/5,True
l3leaf,r1-site2-leaf1,Ethernet1.2,wan_router,r1-site2-wan1,Ethernet1/5.2,True
l3leaf,r1-site2-leaf1,Ethernet1.3,wan_router,r1-site2-wan1,Ethernet1/5.3,True
l3leaf,r1-site2-leaf1,Ethernet1.4,wan_router,r1-site2-wan1,Ethernet1/5.4,True
l3leaf,r1-site2-leaf1,Ethernet1.5,wan_router,r1-site2-wan1,Ethernet1/5.5,True
l3leaf,r1-site2-leaf1,Ethernet1.6,wan_router,r1-site2-wan1,Ethernet1/5.6,True
l3leaf,r1-site2-leaf1,Ethernet1.7,wan_router,r1-site2-wan1,Ethernet1/5.7,True
l3leaf,r1-site2-leaf1,Ethernet1.8,wan_router,r1-site2-wan1,Ethernet1/5.8,True
l3leaf,r1-site2-leaf1,Ethernet1.9,wan_router,r1-site2-wan1,Ethernet1/5.9,True
l3leaf,r1-site2-leaf1,Ethernet1.10,wan_router,r1-site2-wan1,Ethernet1/5.10,True
l3leaf,r1-site2-leaf1,Ethernet1.11,wan_router,r1-site2-wan1,Ethernet1/5.11,True
l3leaf,r1-site2-leaf1,Ethernet1.12,wan_router,r1-site2-wan1,Ethernet1/5.12,True
l3leaf,r1-site2-leaf1,Ethernet1.13,wan_router,r1-site2-wan1,Ethernet1/5.13,True
l3leaf,r1-site2-leaf1,Ethernet1.14,wan_router,r1-site2-wan1,Ethernet1/5.14,True
l3leaf,r1-site2-leaf1,Ethernet1.15,wan_router,r1-site2-wan1,Ethernet1/5.15,True
l3leaf,r1-site2-leaf1,Ethernet1.16,wan_router,r1-site2-wan1,Ethernet1/5.16,True
l3leaf,r1-site2-leaf1,Ethernet1.17,wan_router,r1-site2-wan1,Ethernet1/5.17,True
l3leaf,r1-site2-leaf1,Ethernet1.18,wan_router,r1-site2-wan1,Ethernet1/5.18,True
l3leaf,r1-site2-leaf1,Ethernet1.19,wan_router,r1-site2-wan1,Ethernet1/5.19,True
l3leaf,r1-site2-leaf1,Ethernet1.20,wan_router,r1-site2-wan1,Ethernet1/5.20,True
l3leaf,r1-site2-leaf1,Ethernet1.21,wan_router,r1-site2-wan1,Ethernet1/5.21,True
l3leaf,r1-site2-leaf1,Ethernet1.22,wan_router,r1-site2-wan1,Ethernet1/5.22,True
l3leaf,r1-site2-leaf1,Ethernet1.23,wan_router,r1-site2-wan1,Ethernet1/5.23,True
l3leaf,r1-site2-leaf1,Ethernet1.24,wan_router,r1-site2-wan1,Ethernet1/5.24,True
l3leaf,r1-site2-leaf1,Ethernet1.25,wan_router,r1-site2-wan1,Ethernet1/5.25,True
l3leaf,r1-site2-leaf1,Ethernet1.26,wan_router,r1-site2-wan1,Ethernet1/5.26,True
l3leaf,r1-site2-leaf1,Ethernet1.27,wan_router,r1-site2-wan1,Ethernet1/5.27,True
l3leaf,r1-site2-leaf1,Ethernet1.28,wan_router,r1-site2-wan1,Ethernet1/5.28,True
l3leaf,r1-site2-leaf1,Ethernet1.29,wan_router,r1-site2-wan1,Ethernet1/5.29,True
l3leaf,r1-site2-leaf1,Ethernet1.30,wan_router,r1-site2-wan1,Ethernet1/5.30,True
l3leaf,r1-site2-leaf1,Ethernet1.31,wan_router,r1-site2-wan1,Ethernet1/5.31,True
l3leaf,r1-site2-leaf1,Ethernet1.32,wan_router,r1-site2-wan1,Ethernet1/5.32,True
l3leaf,r1-site2-leaf1,Ethernet1.33,wan_router,r1-site2-wan1,Ethernet1/5.33,True
l3leaf,r1-site2-leaf1,Ethernet1.34,wan_router,r1-site2-wan1,Ethernet1/5.34,True
l3leaf,r1-site2-leaf1,Ethernet1.35,wan_router,r1-site2-wan1,Ethernet1/5.35,True
l3leaf,r1-site2-leaf1,Ethernet1.36,wan_router,r1-site2-wan1,Ethernet1/5.36,True
l3leaf,r1-site2-leaf1,Ethernet1.37,wan_router,r1-site2-wan1,Ethernet1/5.37,True
l3leaf,r1-site2-leaf1,Ethernet1.38,wan_router,r1-site2-wan1,Ethernet1/5.38,True
l3leaf,r1-site2-leaf1,Ethernet1.39,wan_router,r1-site2-wan1,Ethernet1/5.39,True
l3leaf,r1-site2-leaf1,Ethernet1.40,wan_router,r1-site2-wan1,Ethernet1/5.40,True
l3leaf,r1-site2-leaf1,Ethernet1.41,wan_router,r1-site2-wan1,Ethernet1/5.41,True
l3leaf,r1-site2-leaf1,Ethernet1.42,wan_router,r1-site2-wan1,Ethernet1/5.42,True
l3leaf,r1-site2-leaf1,Ethernet1.43,wan_router,r1-site2-wan1,Ethernet1/5.43,True
l3leaf,r1-site2-leaf1,Ethernet1.44,wan_router,r1-site2-wan1,Ethernet1/5.44,True
l3leaf,r1-site2-leaf1,Ethernet1.45,wan_router,r1-site2-wan1,Ethernet1/5.45,True
l3leaf,r1-site2-leaf1,Ethernet1.46,wan_router,r1-site2-wan1,Ethernet1/5.46,True
l3leaf,r1-site2-leaf1,Ethernet1.47,wan_router,r1-site2-wan1,Ethernet1/5.47,True
l3leaf,r1-site2-leaf1,Ethernet1.48,wan_router,r1-site2-wan1,Ethernet1/5.48,True
l3leaf,r1-site2-leaf1,Ethernet1.49,wan_router,r1-site2-wan1,Ethernet1/5.49,True
l3leaf,r1-site2-leaf1,Ethernet1.50,wan_router,r1-site2-wan1,Ethernet1/5.50,True
l3leaf,r1-site2-leaf1,Ethernet1.51,wan_router,r1-site2-wan1,Ethernet1/5.51,True
l3leaf,r1-site2-leaf1,Ethernet1.52,wan_router,r1-site2-wan1,Ethernet1/5.52,True
